id,name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
96000,The Tiny Bang Story,2011.0,63.0,8.0,7.073878627968337,3.6,3.6,3.77,0.1699999999999999,Story Rich|Steampunk|Adventure|Atmospheric|Puzzle|Surreal|Collectathon|Comedy|Relaxing|Touch-Friendly|Classic|Funny|Mystery|Casual|Indie|Short|Cartoony|Retro|Logic|Cult Classic|Remake|Singleplayer|Minigames|Great Soundtrack|Hand-drawn|Colorful|Cute|Hidden Object|Family Friendly|2D|Stylized
365450,Hacknet,2015.0,82.0,8.0,14.548520302821748,7.06,8.73,10.75,3.69,Horror|Story Rich|Hacking|Crime|Multiplayer|Dystopian |Strategy|Adventure|Atmospheric|Puzzle|Cyberpunk|Detective|Programming|Massively Multiplayer|Typing|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Choices Matter|Education|2D|Difficult|Logic|Illuminati|Sci-fi
92800,SpaceChem,2011.0,84.0,8.0,11.44041450777202,43.32,57.79,67.55,24.23,Automation|Strategy|Building|Puzzle|Science|Programming|Touch-Friendly|Casual|Indie|Simulation|Singleplayer|Space|Great Soundtrack|Education|Addictive|2D|Difficult|Logic|Illuminati|Sci-fi
736260,Baba Is You,2019.0,87.0,9.0,49.39718309859155,6.84,19.28,46.7,39.86,Horror|Sokoban|Strategy|Level Editor|Pixel Graphics|Atmospheric|Puzzle|Surreal|Psychological Horror|Top-Down|Programming|Souls-like|Nudity|Funny|Sexual Content|Casual|Indie|Retro|Singleplayer|Great Soundtrack|Cute|2D|Minimalist|Difficult|Logic
375820,Human Resource Machine,2015.0,78.0,8.0,15.220833333333331,4.18,7.57,9.52,5.34,Automation|Resource Management|Puzzle|Comedy|Programming|Satire|Touch-Friendly|Funny|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Education|2D|Difficult|Experimental|Logic|Sandbox
558990,Opus Magnum,2017.0,90.0,9.0,37.97744360902256,15.24,26.06,42.6,27.36,Automation|Building|Steampunk|Puzzle|Casual|Indie|Hex Grid|2D|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Early Access|Programming
204240,The Bridge,2013.0,74.0,8.0,7.0371819960861055,3.55,5.89,7.61,4.0600000000000005,Side Scroller|Strategy|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Controller|Philosophical|Beautiful|Touch-Friendly|Casual|Indie|Logic|Singleplayer|Emotional|Great Soundtrack|Hand-drawn|Abstract|Dark|2D|Difficult|Stylized
94300,The Dream Machine: Chapter 1 & 2,2012.0,75.0,8.0,7.204819277108434,13.12,13.93,18.2,5.08,Horror|Episodic|Story Rich|Adventure|Atmospheric|Exploration|Puzzle|Surreal|Psychological Horror|Narration|Mature|Classic|Mystery|Casual|Fantasy|Indie|Psychedelic|Singleplayer|Great Soundtrack|Psychological|Drama|Hand-drawn|Dark|Interactive Fiction|Third Person|Conversation|2D|Logic|Sci-fi
994140,Lightmatter,2020.0,73.0,8.0,10.567961165048544,3.9,4.44,6.0,2.1,First-Person|Lore-Rich|Futuristic|Old School|Adventure|Atmospheric|Puzzle|Free to Play|Science|Controller|Narration|Dynamic Narration|FPS|3D|Indie|Dark Comedy|Dark|Difficult|Logic|Sci-fi
765810,Mars Horizon,2020.0,71.0,8.0,5.299019607843137,12.82,34.5,92.87,80.05000000000001,Historical|Space Sim|Strategy|Resource Management|Building|Physics|Exploration|Management|Science|Mars|Logic|Singleplayer|Simulation|Alternate History|Space|Choices Matter|Education|Immersive Sim|Turn-Based|Stylized
281750,Munin,2014.0,68.0,8.0,4.64935064935065,7.07,9.23,11.25,4.18,Strategy|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Female Protagonist|Beautiful|2D Platformer|Mythology|Casual|Indie|Singleplayer|Hand-drawn|Abstract|Dark|2D|Difficult|Logic
1140290,Murder by Numbers,2020.0,79.0,8.0,5.577114427860696,20.28,26.8,34.21,13.93,Story Rich|Visual Novel|Crime|Adventure|Puzzle|Investigation|Female Protagonist|Detective|Comic Book|Mystery|Indie|Cartoony|Singleplayer|Great Soundtrack|Colorful|Interactive Fiction|Anime|Conversation|2D|Conspiracy|Logic
466630,The Pedestrian,2020.0,81.0,9.0,35.625,4.05,4.09,4.32,0.2700000000000004,Side Scroller|Adventure|2.5D|Platformer|Building|Atmospheric|Crowdfunded|Puzzle|Surreal|Female Protagonist|2D Platformer|Relaxing|Kickstarter|3D|Mystery|Casual|Indie|Singleplayer|Emotional|Great Soundtrack|Colorful|Cute|Family Friendly|Minimalist|Logic
1110050,Evan's Remains,2020.0,75.0,8.0,7.568627450980392,2.96,3.3,3.54,0.5800000000000001,Story Rich|Visual Novel|Pixel Graphics|Adventure|Platformer|Atmospheric|Puzzle|Female Protagonist|Mystery|Casual|Indie|Thriller|Singleplayer|Great Soundtrack|Colorful|Cute|Anime|2D|Logic
640120,Youropa,2018.0,80.0,8.0,6.944444444444445,5.57,7.12,7.8,2.2299999999999995,Character Action Game|Action-Adventure|Level Editor|Action|Driving|Adventure|Parkour|Platformer|Building|Physics|Atmospheric|Exploration|Puzzle|Character Customization|Surreal|Relaxing|3D|Indie|Singleplayer|Colorful|Abstract|3D Platformer|Third Person|Family Friendly|Logic|Metroidvania
1629520,A Little to the Left,2022.0,76.0,8.0,7.474164133738602,3.24,4.07,6.55,3.31,Multiplayer|Pixel Graphics|Cozy|Puzzle|Free to Play|Relaxing|Funny|Casual|Indie|Linear|Singleplayer|Wholesome|Hand-drawn|Colorful|Cute|Hidden Object|Family Friendly|2D|Logic|Cats
1137350,Filament,2020.0,82.0,8.0,7.921875,18.09,24.17,34.16,16.069999999999997,Story Rich|Strategy|Puzzle|Top-Down|Female Protagonist|Beautiful|Casual|Indie|Logic|Minigames|Singleplayer|Space|Great Soundtrack|Colorful|2D|Minimalist|Difficult|Replay Value|Sandbox|Sci-fi
919410,Felix The Reaper,2019.0,71.0,6.0,2.730769230769231,4.59,8.28,10.96,6.370000000000001,Sokoban|Story Rich|Historical|Strategy|Adventure|Stealth|Romance|Puzzle|Isometric|Comedy|Funny|3D|Casual|Indie|Replay Value|Dark Humor|Singleplayer|Great Soundtrack|Music|Grid-Based Movement|Logic
290260,Sokobond,2014.0,82.0,8.0,13.891891891891891,7.22,7.31,8.45,1.2299999999999995,Sokoban|Strategy|Puzzle|Science|Controller|Relaxing|Casual|Indie|Logic|Singleplayer|Great Soundtrack|Colorful|Abstract|Cute|Education|Family Friendly|2D|Minimalist|Difficult|Stylized
600990,The Gardens Between,2018.0,80.0,8.0,15.545454545454543,2.5,2.59,2.74,0.2400000000000002,Story Rich|Nostalgia|Adventure|Soundtrack|Atmospheric|Puzzle|Walking Simulator|Surreal|Controller|Female Protagonist|1980s|Relaxing|3D|Mystery|Casual|Indie|Short|Logic|Linear|Singleplayer|Emotional|Great Soundtrack|Time Travel|Time Manipulation|Family Friendly|Narrative|Stylized
941570,Relicta,2020.0,74.0,5.0,2.0854700854700856,14.17,19.14,24.05,9.88,Snow|Character Action Game|Story Rich|First-Person|Action-Adventure|Action|Physics|Exploration|Puzzle|Science|Narration|Female Protagonist|3D|Casual|Mars|Singleplayer|Colorful|Logic|Sci-fi
809240,Vandals,2018.0,74.0,8.0,5.3,1.0,1.5,5.62,4.62,Clicker|Puzzle|Casual|Isometric|Strategy|Hidden Object|Indie|Turn-Based|Family Friendly|Tactical|Top-Down|2D|Adventure|Logic|Singleplayer|Turn-Based Tactics|Stealth
395350,Doors,2016.0,40.0,5.0,1.6929824561403508,1.61,1.74,2.0,0.3899999999999999,Horror|Atmospheric|Puzzle|Strategy|Indie|Walking Simulator|Adventure|Logic
1383250,Please Fix The Road,2022.0,80.0,8.0,5.1875,3.5,6.1,9.88,6.380000000000001,Building|Atmospheric|Puzzle|City Builder|Controller|Top-Down|Transportation|Relaxing|Casual|Indie|Tutorial|Logic|Singleplayer|Simulation|Colorful|Cute|Family Friendly|Minimalist|Difficult|Stylized
1471960,Room to Grow,2021.0,76.0,8.0,22.666666666666668,2.9,8.75,13.75,10.85,Relaxing|Sokoban|Cute|Puzzle|Casual|Stylized|Strategy|Indie|2D|Difficult|Logic|Singleplayer
451310,A Fold Apart,2020.0,77.0,8.0,4.611111111111111,2.62,2.68,2.84,0.2199999999999997,Story Rich|Side Scroller|Strategy|Adventure|Platformer|Atmospheric|Romance|Puzzle|Controller|Female Protagonist|Classic|Funny|3D|Casual|Indie|Short|Linear|Singleplayer|Emotional|Wholesome|Great Soundtrack|Drama|Colorful|Cute|Conversation|Family Friendly|Logic
203750,Binary Domain,2012.0,68.0,8.0,5.780251694094869,9.23,10.73,19.37,10.14,Robots|Voice Control|Story Rich|Dystopian |Multiplayer|Action|Transhumanism|Futuristic|Adventure|Atmospheric|Cyberpunk|Controller|Co-op|Third-Person Shooter|RPG|Shooter|Singleplayer|Third Person|Great Soundtrack|Sci-fi
21800,Tom Clancy's EndWar™,2009.0,68.0,6.0,3.91875,10.46,28.04,75.16,64.69999999999999,Voice Control|Multiplayer|Strategy|Tactical|RTS|Singleplayer|Military|War
669290,Espire 1: VR Operative,2019.0,68.0,5.0,1.1041666666666667,4.75,6.0,8.0,3.25,Voice Control|Story Rich|First-Person|Action|Adventure|VR|Military|Stealth|Atmospheric|Free to Play|Cyberpunk|Tactical|FPS|Nudity|Shooter|Singleplayer|Nonlinear|Violent|Sandbox|Sci-fi
105600,Terraria,2011.0,83.0,9.0,43.33935594408317,50.04,89.0,187.21,137.17000000000002,Multiplayer|Action|Pixel Graphics|Adventure|Platformer|Building|Atmospheric|Exploration|Co-op|RPG|Open World|Crafting|Survival|Indie|Singleplayer|Online Co-Op|Open World Survival Craft|Family Friendly|2D|Replay Value|Sandbox
945360,Among Us,2018.0,85.0,8.0,11.186978696764928,8.69,16.33,23.43,14.74,Multiplayer|Action|Free to Play|Co-op|Top-Down|Local Co-Op|Local Multiplayer|Funny|Casual|Survival|Indie|Cartoony|Social Deduction|Minigames|PvP|Party Game|Space|Psychological|Colorful|Aliens|Online Co-Op|2D|Sci-fi
322330,Don't Starve Together,2016.0,83.0,9.0,23.81272873891198,36.54,108.87,295.39,258.85,Horror|Multiplayer|Strategy|Action|Adventure|Atmospheric|Exploration|Co-op|Early Access|Crafting|Funny|Survival Horror|Survival|Indie|Singleplayer|Simulation|PvP|Online Co-Op|Open World Survival Craft|2D|Difficult|Open World|Sandbox
413150,Stardew Valley,2016.0,89.0,9.0,55.22507374631268,52.51,89.99,156.96,104.45000000000002,Horror|Multiplayer|Pixel Graphics|Dating Sim|Building|Atmospheric|Memes|Psychological Horror|Female Protagonist|RPG|Open World|Relaxing|Crafting|Casual|Indie|Retro|Life Sim|Singleplayer|Simulation|Farming Sim|Cute|Fishing|Agriculture|2D|Great Soundtrack|Sandbox
367520,Hollow Knight,2017.0,87.0,9.0,34.59528463229905,26.78,41.19,61.79,35.01,Story Rich|Side Scroller|Action|Adventure|Platformer|Atmospheric|Exploration|Controller|Co-op|Open World|Dark Fantasy|Souls-like|Multiple Endings|Indie|Singleplayer|Hand-drawn|Cute|Gothic|2D|Difficult|Great Soundtrack|Metroidvania
275390,Guacamelee! Super Turbo Championship Edition,2014.0,80.0,8.0,12.125,7.05,9.9,15.69,8.64,Action-Adventure|Side Scroller|Action|Adventure|Fighting|Platformer|Memes|Co-op|Local Co-Op|Local Multiplayer|Comedy|Funny|Indie|Wrestling|Singleplayer|Colorful|2D|Metroidvania|Great Soundtrack|4 Player Local
370910,Kathy Rain,2016.0,77.0,8.0,12.054744525547443,5.84,6.38,6.4,0.5600000000000005,Horror|Story Rich|Visual Novel|Pixel Graphics|Adventure|Atmospheric|Exploration|Puzzle|Psychological Horror|Narration|Female Protagonist|Comedy|RPG|Detective|Noir|Classic|Funny|Mystery|Casual|Indie|Retro|Shooter|Cult Classic|Singleplayer|Supernatural|Hand-drawn|Choices Matter|Third Person|2D|Great Soundtrack
588430,Fallout Shelter,2017.0,63.0,8.0,7.798013245033113,17.39,50.3,89.54,72.15,Multiplayer|Strategy|Action|Adventure|Building|Atmospheric|Management|Free to Play|Psychological Horror|RPG|Post-apocalyptic|Crafting|Funny|Casual|Survival|Simulation|Singleplayer|2D|Great Soundtrack|Sandbox
427520,Factorio,2020.0,90.0,9.0,31.877207225492185,48.41,90.97,218.46,170.05,Automation|Multiplayer|Strategy|Pixel Graphics|Resource Management|Building|Management|City Builder|Co-op|Early Access|Crafting|Trains|Survival|Casual|Moddable|Indie|Simulation|Singleplayer|Aliens|Tower Defense|2D|Open World|Sandbox|Sci-fi
238460,BattleBlock Theater®,2014.0,85.0,9.0,35.74688346883469,10.21,16.45,40.35,30.14,Multiplayer|Side Scroller|Level Editor|Action|Adventure|Platformer|Team-Based|Puzzle|Co-op|Local Co-Op|Narration|Local Multiplayer|Comedy|2D Platformer|Funny|Casual|Indie|Singleplayer|Online Co-Op|2D|Difficult|Great Soundtrack|Sandbox|Cats
1794680,Vampire Survivors,2022.0,87.0,9.0,76.48629600626468,11.01,21.92,42.88,31.870000000000005,Action|Pixel Graphics|Action Roguelike|Vampire|Action RPG|Score Attack|Controller|RPG|Early Access|Auto Battler|Dark Fantasy|1980s|Arcade|Casual|Indie|Retro|Singleplayer|Bullet Hell|2D
233450,Prison Architect,2015.0,83.0,8.0,9.56440924519153,16.61,42.64,62.52,45.91,Multiplayer|Strategy|Action|RTS|Resource Management|Colony Sim|Building|Management|City Builder|Top-Down|Comedy|Early Access|Sandbox|Funny|Casual|Moddable|Indie|Capitalism|Singleplayer|Simulation|2D|Replay Value|Economy
1818750,MultiVersus,2022.0,78.0,8.0,6.222307692307692,3.01,77.62,95.0,91.99,Multiplayer|Superhero|Action|Memes|Free to Play|Character Customization|Competitive|2D Fighter|Co-op|2D Platformer|1980s|Comic Book|Funny|Fantasy|Hand-drawn|Colorful|Choices Matter|Cartoon|2D
588650,Dead Cells,2018.0,89.0,9.0,34.36134006913055,14.03,29.64,85.4,71.37,Procedural Generation|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Atmospheric|RPG|Early Access|Dark Fantasy|Souls-like|Funny|Indie|Replay Value|Perma Death|Singleplayer|Hack and Slash|2D|Difficult|Roguevania|Great Soundtrack|Metroidvania
424840,Little Nightmares,2017.0,81.0,8.0,18.011669849352852,3.55,4.8,7.66,4.11,Horror|Story Rich|Strategy|Action|Adventure|2.5D|Stealth|Platformer|Atmospheric|Puzzle|Psychological Horror|Female Protagonist|Survival Horror|Indie|Short|Singleplayer|Dark|Cute|3D Platformer|Third Person|2D|Great Soundtrack
252130,Divide By Sheep,2015.0,83.0,8.0,9.974025974025974,4.73,5.91,7.58,2.85,Relaxing|Touch-Friendly|Cute|Funny|Puzzle|Casual|Isometric|Strategy|Indie|Gore|Shooter|Dark Humor|2D|Difficult|Adventure|Great Soundtrack|Singleplayer
646570,Slay the Spire,2019.0,89.0,9.0,46.30912343470483,11.68,45.05,207.23,195.55,Procedural Generation|Multiplayer|Strategy|Card Game|Mouse only|Free to Play|RPG|Early Access|Roguelike Deckbuilder|Touch-Friendly|Casual|Deckbuilding|Fantasy|Card Battler|Indie|Replay Value|Singleplayer|Addictive|Dungeon Crawler|Turn-Based|2D|Difficult|Great Soundtrack
268910,Cuphead,2017.0,88.0,9.0,27.5511092680904,10.41,15.74,24.64,14.23,Multiplayer|Side Scroller|Action|Adventure|Platformer|Atmospheric|Co-op|Local Co-Op|Funny|Indie|Cartoony|Retro|Singleplayer|Bullet Hell|Hand-drawn|Colorful|Cartoon|2D|Difficult|Great Soundtrack
211820,Starbound,2016.0,81.0,8.0,9.724581724581723,24.76,57.54,161.78,137.02,Multiplayer|Action|Pixel Graphics|Adventure|Platformer|Building|Atmospheric|Exploration|Co-op|RPG|Early Access|Relaxing|Crafting|Survival|Indie|Singleplayer|Space|Great Soundtrack|Online Co-Op|Open World Survival Craft|2D|Open World|Sandbox|Sci-fi
391540,Undertale,2015.0,92.0,9.0,29.145247148288973,6.76,10.91,20.8,14.04,Horror|Story Rich|Pixel Graphics|Dating Sim|Memes|Psychological Horror|Comedy|RPG|Multiple Endings|Funny|Indie|Retro|Singleplayer|Bullet Hell|Great Soundtrack|Dark|Cute|Choices Matter|2D|Replay Value
294100,RimWorld,2018.0,87.0,9.0,51.89466797513902,62.98,106.81,377.04,314.06,Procedural Generation|Multiplayer|Strategy|Action|Pixel Graphics|Tactical RPG|Colony Sim|Building|Atmospheric|Management|City Builder|Free to Play|Top-Down|Western|RPG|Early Access|Crafting|Moddable|Survival|Indie|Cartoony|Simulation|Singleplayer|Space|Great Soundtrack|2D|Open World|Sandbox|Sci-fi
262060,Darkest Dungeon®,2016.0,84.0,8.0,10.711490075482248,56.3,80.66,110.63,54.33,Horror|Strategy|Turn-Based Combat|Atmospheric|RPG|Early Access|Dark Fantasy|Kickstarter|Fantasy|Indie|Perma Death|Singleplayer|Dark|Gothic|Lovecraftian|Dungeon Crawler|Turn-Based|2D|Difficult
48000,LIMBO,2011.0,88.0,8.0,13.903961965134709,3.58,4.16,6.54,2.96,Horror|Side Scroller|Action|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Controller|Casual|Indie|Short|Singleplayer|Dark|Cinematic|2D|Minimalist|Difficult
311690,Enter the Gungeon,2016.0,84.0,9.0,23.58322147651007,22.46,61.14,163.02,140.56,Action-Adventure|Multiplayer|Action|Pixel Graphics|Adventure|Action Roguelike|Top-Down|Co-op|Local Co-Op|Top-Down Shooter|Twin Stick Shooter|Funny|Indie|Shooter|Singleplayer|Bullet Hell|Cute|Dungeon Crawler|Loot|2D|Difficult|Great Soundtrack
219740,Don't Starve,2013.0,79.0,9.0,30.119804400977998,31.52,65.59,103.36,71.84,Horror|Multiplayer|Action|Adventure|Exploration|Top-Down|Open World|Crafting|Survival Horror|Moddable|Survival|Indie|Perma Death|Singleplayer|Simulation|Open World Survival Craft|2D|Difficult|Replay Value|Sandbox
212680,FTL: Faster Than Light,2012.0,84.0,9.0,22.18274803954995,12.62,30.54,112.48,99.86,Strategy|Pixel Graphics|Adventure|Atmospheric|Real-Time with Pause|RPG|Casual|Survival|Indie|Perma Death|Simulation|Singleplayer|Space|Great Soundtrack|Addictive|2D|Difficult|Replay Value|Sci-fi
219150,Hotline Miami,2012.0,85.0,9.0,36.54793906810036,5.24,7.32,15.15,9.91,Fast-Paced|Action|Pixel Graphics|Atmospheric|Gore|Surreal|Top-Down|1980s|Top-Down Shooter|Arcade|Indie|Retro|Psychedelic|Shooter|Singleplayer|Violent|Music|Addictive|2D|Difficult|Great Soundtrack
368230,Kingdom: Classic,2015.0,74.0,8.0,9.649261603375528,7.45,13.14,22.75,15.3,Multiplayer|Side Scroller|Strategy|Action|Pixel Graphics|Adventure|Resource Management|Colony Sim|Building|Atmospheric|Management|City Builder|Free to Play|Female Protagonist|RPG|Casual|Survival|Fantasy|Indie|Simulation|Singleplayer|Medieval|Tower Defense|2D|Difficult|Great Soundtrack
247080,Crypt of the NecroDancer,2015.0,87.0,9.0,23.855135135135136,14.3,25.31,48.82,34.52,Magic|Procedural Generation|Rhythm|Action|Pixel Graphics|Adventure|Music-Based Procedural Generation|Action Roguelike|Co-op|Top-Down|Local Co-Op|Female Protagonist|RPG|Dark Fantasy|Fantasy|Indie|Retro|Perma Death|Singleplayer|Mystery Dungeon|Medieval|Music|Grid-Based Movement|Dungeon Crawler|Hack and Slash|2D|Difficult|Great Soundtrack
113200,The Binding of Isaac,2011.0,84.0,9.0,20.26585179526356,10.94,46.61,137.99,127.05,Procedural Generation|Action|Adventure|Action Roguelike|Atmospheric|Top-Down|RPG|Survival|Indie|Perma Death|Singleplayer|Bullet Hell|Arena Shooter|Great Soundtrack|Dark|Addictive|Dungeon Crawler|2D|Difficult|Replay Value
274190,Broforce,2015.0,83.0,9.0,33.20117955439056,7.11,10.05,16.38,9.27,Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Gore|Co-op|Local Co-Op|Local Multiplayer|Comedy|Early Access|Funny|Arcade|Casual|Indie|Retro|Shooter|Epic|America|Simulation|2D
282070,This War of Mine,2014.0,83.0,8.0,18.395342683249535,10.98,18.77,36.29,25.31,Story Rich|Side Scroller|Strategy|Resource Management|Adventure|2.5D|Stealth|Platformer|Atmospheric|Management|Post-apocalyptic|Crafting|Survival|Indie|Singleplayer|Simulation|Emotional|Psychological|Realistic|Drama|Choices Matter|2D|Difficult|Open World|War
239030,"""Papers, Please""",2013.0,85.0,9.0,33.6129959746981,4.84,8.18,15.92,11.08,Story Rich|Dystopian |Strategy|Pixel Graphics|Adventure|Political|Atmospheric|Puzzle|Surreal|Multiple Endings|Casual|Indie|Retro|Simulation|Singleplayer|Great Soundtrack|Addictive|2D|Difficult|Replay Value
107100,Bastion,2011.0,86.0,9.0,21.47872340425532,6.25,9.22,20.35,14.1,Story Rich|Action|Adventure|Atmospheric|Isometric|Action RPG|Controller|Narration|Dynamic Narration|RPG|Post-apocalyptic|Twin Stick Shooter|Fantasy|Indie|Singleplayer|Colorful|Music|Hack and Slash|2D|Great Soundtrack
38400,Fallout: A Post Nuclear Role Playing Game,2009.0,89.0,8.0,14.828793774319069,16.12,22.95,32.46,16.34,Adventure|Turn-Based Combat|Atmospheric|Exploration|Isometric|CRPG|Tactical|RPG|Multiple Endings|Post-apocalyptic|Classic|Retro|Singleplayer|Turn-Based|2D|Difficult|Open World|Sandbox|Sci-fi
457140,Oxygen Not Included,2019.0,86.0,9.0,28.482100938967136,67.65,201.72,561.37,493.72,Space Sim|Multiplayer|Strategy|Resource Management|Adventure|Colony Sim|Building|Exploration|Management|Memes|Early Access|Funny|Survival|Indie|Singleplayer|Simulation|Space|2D|Difficult|Open World|Illuminati|Sandbox|Sci-fi
35700,Trine Enchanted Edition,2009.0,80.0,9.0,23.116838487972508,5.03,6.22,10.23,5.2,3D Vision|Multiplayer|Action|Adventure|Platformer|Physics|Atmospheric|Puzzle|Co-op|Local Co-Op|Local Multiplayer|Female Protagonist|Beautiful|Casual|Fantasy|Indie|Singleplayer|Online Co-Op|2D|Great Soundtrack
204300,Awesomenauts - the 2D moba,2012.0,78.0,8.0,5.5352390340069,11.62,47.0,178.7,167.07999999999998,MOBA|Multiplayer|Side Scroller|Strategy|Action|Platformer|Free to Play|Competitive|Controller|Co-op|Local Co-Op|Local Multiplayer|Funny|Casual|Indie|Space|Online Co-Op|Cartoon|2D|Great Soundtrack|Sci-fi
245170,Skullgirls 2nd Encore,2013.0,83.0,8.0,16.061124694376527,3.12,14.1,63.78,60.66,Story Rich|Lore-Rich|Multiplayer|Action|Fighting|Crowdfunded|Competitive|2D Fighter|Controller|Local Multiplayer|Female Protagonist|Noir|Nudity|Arcade|Indie|Singleplayer|Great Soundtrack|Hand-drawn|Cute|Anime|Cartoon|2D|Stylized
323580,Jotun: Valhalla Edition,2015.0,79.0,6.0,3.492570170610897,5.2,5.69,6.93,1.7299999999999995,Story Rich|Action-Adventure|Multiplayer|Action|Adventure|Boss Rush|Atmospheric|Exploration|Isometric|Free to Play|Controller|Co-op|Female Protagonist|RPG|Mythology|Souls-like|Nudity|Kickstarter|Fantasy|Indie|Singleplayer|Hand-drawn|Vikings|2D|Difficult|Great Soundtrack
40800,Super Meat Boy,2010.0,87.0,8.0,17.96850861556744,9.66,18.33,43.5,33.84,Fast-Paced|Side Scroller|Level Editor|Action|Pixel Graphics|Adventure|Unforgiving|Platformer|Gore|Controller|Comedy|Time Attack|2D Platformer|Funny|Casual|Indie|Retro|Replay Value|Precision Platformer|Singleplayer|2D|Difficult|Great Soundtrack
312530,Duck Game,2015.0,82.0,9.0,27.828968903436987,2.14,2.42,105.0,102.86,Horror|Fast-Paced|Multiplayer|Action|Pixel Graphics|Platformer|Memes|Competitive|Co-op|Local Co-Op|Local Multiplayer|Comedy|1980s|Funny|Casual|Indie|Retro|Shooter|Anime|2D|Great Soundtrack|4 Player Local
207140,SpeedRunners,2016.0,84.0,8.0,15.369759773904851,2.15,9.51,14.58,12.43,Fast-Paced|Multiplayer|Level Editor|Superhero|Action|Parkour|Platformer|Free to Play|Competitive|Controller|Co-op|Local Multiplayer|Local Co-Op|Comedy|Early Access|Racing|Funny|Arcade|Indie|Sports|Singleplayer|2D|4 Player Local
460950,Katana ZERO,2019.0,83.0,9.0,53.08309990662932,4.68,6.09,10.67,5.99,Fast-Paced|Story Rich|Action|Pixel Graphics|Platformer|Cyberpunk|Gore|2D Platformer|Noir|Indie|Retro|Singleplayer|Ninja|Time Manipulation|Violent|Hack and Slash|2D|Difficult|Great Soundtrack|Metroidvania|Sci-fi
206440,To the Moon,2012.0,81.0,9.0,26.856082474226803,4.11,4.43,4.48,0.3700000000000001,Story Rich|Pixel Graphics|Adventure|Romance|Walking Simulator|Female Protagonist|RPG|RPGMaker|Funny|Casual|Indie|Short|Retro|Linear|Singleplayer|Emotional|Psychological|Cute|Interactive Fiction|2D|Great Soundtrack
239820,Game Dev Tycoon,2013.0,68.0,9.0,20.825921908893708,8.58,14.33,24.84,16.259999999999998,Multiplayer|Strategy|Adventure|Management|GameMaker|Isometric|Comedy|Sandbox|Touch-Friendly|Funny|Casual|Moddable|Indie|Simulation|Singleplayer|Great Soundtrack|Addictive|2D|Difficult|Replay Value|Economy
248820,Risk of Rain,2013.0,77.0,8.0,14.738394320043692,4.47,19.59,53.43,48.96,Multiplayer|Side Scroller|Action|Pixel Graphics|Platformer|Action Roguelike|Co-op|Local Co-Op|RPG|Survival|Indie|Perma Death|Singleplayer|Great Soundtrack|Online Co-Op|Addictive|2D|Difficult|Replay Value|Sci-fi
330020,Children of Morta,2019.0,82.0,8.0,8.681658878504672,14.15,18.39,27.27,13.12,Magic|Procedural Generation|Story Rich|Action-Adventure|Multiplayer|Strategy|Action|Pixel Graphics|Adventure|Action Roguelike|Atmospheric|Management|Isometric|Action RPG|Co-op|Local Co-Op|Local Multiplayer|RPG|Beautiful|Multiple Endings|Sandbox|Casual|Fantasy|Indie|Singleplayer|Emotional|Bullet Hell|Violent|Online Co-Op|Choices Matter|Dungeon Crawler|Hack and Slash|2D|Difficult|Great Soundtrack|Economy
237930,Transistor,2014.0,83.0,8.0,16.603355302576393,6.0,8.32,15.61,9.61,Story Rich|Strategy|Action|Adventure|Atmospheric|Isometric|Action RPG|Cyberpunk|Tactical|Narration|Female Protagonist|RPG|Beautiful|Indie|Short|Singleplayer|Hack and Slash|Turn-Based|2D|Great Soundtrack|Sci-fi
683320,GRIS,2018.0,84.0,9.0,28.460611677479147,3.54,4.1,6.35,2.81,Story Rich|Adventure|Platformer|Atmospheric|Exploration|Puzzle|Walking Simulator|Surreal|Female Protagonist|Beautiful|Nudity|Relaxing|Sexual Content|Casual|Indie|Singleplayer|Hand-drawn|Colorful|Anime|2D|Great Soundtrack|Metroidvania
1147560,Skul: The Hero Slayer,2021.0,80.0,8.0,13.375041820006691,20.47,33.19,51.79,31.32,Story Rich|Action-Adventure|Multiplayer|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Action Roguelike|Atmospheric|Beautiful|Early Access|Villain Protagonist|Nudity|Fantasy|Indie|Singleplayer|Cute|Hack and Slash|2D|Difficult|Metroidvania
209670,Cortex Command,2012.0,44.0,6.0,2.524580335731415,1.42,3.78,15.37,13.95,Zombies|Multiplayer|Strategy|Action|RTS|Pixel Graphics|Platformer|Physics|Split Screen|Local Multiplayer|Local Co-Op|Moddable|Indie|Singleplayer|Great Soundtrack|2D|Difficult|Replay Value|4 Player Local|Sandbox|Sci-fi
